200,2010,"CLOCK RESTAURANTS INC",SEAT,,,"3100 NW BOCA RATON BLVD STE 222",,,"BOCA RATON",FL,33431,60,,"CLOCK REST",,"301 S TAMIAMI TRL",,,VENICE,FL,342852423,68,(941)488-2488,7,03,SEA6801518,20,20,12/01/2016,06/21/2016,105,"Risk Level 2",
200,2010,"EDA INC",SEAT,,"ANNA'S TWO ","PO BOX 18147",,,SARASOTA,FL,34276,68,,"ANNA'S TWO",,"6535 MIDNIGHT PASS RD",,,SARASOTA,FL,342422506,68,(941)349-4888,7,04,SEA6801520,20,20,12/01/2016,09/14/2015,30,"Risk Level 1",
200,2010,"MEDITERRANEO L C",SEAT,,,"1970 MAIN ST",,,SARASOTA,FL,342365921,68,(941)365-4122,MEDITERRANEO,,"1970 MAIN ST",,,SARASOTA,FL,342365921,68,(941)365-4122,7,04,SEA6804021,20,20,12/01/2016,06/27/2016,166,"Risk Level 2",
200,2010,"SYMONS SAYS ENTERPRISES INC",SEAT,,"SYMONS SAYS INC/BRENDA SYMONS ","1250 S MCCALL RD",,,ENGLEWOOD,FL,34223,68,,"MCDONALDS REST #4961",,"1720 S TAMIAMI TRL",,,VENICE,FL,342931635,68,(941)493-4555,7,03,SEA6801569,20,20,12/01/2016,06/30/2016,63,"Risk Level 1",
200,2010,"B F FT MYERS INC",SEAT,,"BF FT MYS WENDYS-BRIDGEMAN ","25450 AIRPORT RD",,,"PUNTA GORDA",FL,339505746,68,,"WENDY'S #30",,"1601 S TAMIAMI TRL",,,SARASOTA,FL,342392906,68,(941)336-0402,7,04,SEA6801627,20,20,12/01/2016,02/16/2016,84,"Risk Level 2",
200,2010,"GARDEN FRESH RESTAURANT CORP",SEAT,,"SOUPLANTATION & SWEET TOMATOES","15822 BERNARDO CENTER DR A",,,"SAN DIEGO",CA,92127,68,,"SWEET TOMATOES #45",,"4994 S TAMIAMI TRL",,,SARASOTA,FL,34231,68,(941)922-4908,7,05,SEA6804062,20,20,12/01/2016,06/06/2016,238,"Risk Level 2",
200,2010,"ANITA'S RESTAURANT INC",SEAT,,,"441 S TAMIAMI TRL",,,NOKOMIS,FL,34275,68,(941)485-3859,"ANITA'S RESTAURANT",,"441 S TAMIAMI TRL",,,NOKOMIS,FL,34275,68,(941)485-3859,7,03,SEA6804068,20,20,12/01/2016,05/09/2016,98,"Risk Level 2",
200,2010,"SOUTHERN KETTLE INC",SEAT,,"GLEN C MEDEIROS ","4114 ROBERTS POINT CIR",,,SARASOTA,FL,34242,68,,"LOBSTER POT SEAFOOD RESTAURANT",,"5157 OCEAN BLVD",,,SARASOTA,FL,342421674,68,(941)349-2323,7,04,SEA6801742,20,20,12/01/2016,06/20/2016,64,"Risk Level 2",
200,2010,"FURMAN'S INC",SEAT,,"FURMAN'S INC ","1663 MOUND ST",,,SARASOTA,FL,342367715,68,,"BURGER KING #3436",,"171 S INDIANA AVE",,,ENGLEWOOD,FL,342233306,68,(941)474-2210,7,07,SEA6801814,20,20,12/01/2016,08/03/2015,72,"Risk Level 1",
200,2010,"OAKS CLUB CORPORATED",SEAT,,,"301 MACEWEN DR",,,OSPREY,FL,342299096,68,(941)966-2161,"OAKS CLUB (THE)",,"301 MACEWEN DR",,,OSPREY,FL,342299096,68,(941)966-2161,7,03,SEA6802002,20,20,12/01/2016,03/24/2016,462,"Risk Level 2",
200,2010,"B F FT MYERS INC",SEAT,,"BF FT MYS WENDYS-BRIDGEMAN ","25450 AIRPORT RD",,,"PUNTA GORDA",FL,339505746,68,,"WENDYS #26",,"4331 S TAMIAMI TRL",,,VENICE,FL,34293,68,(941)492-5166,7,03,SEA6804040,20,20,12/01/2016,06/24/2016,94,"Risk Level 2",
200,2010,"CHEF`S GARDEN RESTAURANT INC",SEAT,,,"2215 S TAMIAMI TRL",,,OSPREY,FL,342299670,68,(941)918-8771,ROSEBUD'S,,"2215 S TAMIAMI TRL",,,OSPREY,FL,342299670,68,(941)918-8771,7,03,SEA6804042,20,20,12/01/2016,06/01/2016,186,"Risk Level 2",
200,2010,"PASTAMANIA INC",SEAT,,"SIMONE SALUSTRI","22 S BLVD OF PRESIDENTS",,,SARASOTA,FL,34236,68,941.914.3445,"LE COLONNE",,"22 S BLVD OF PRESIDENTS",,,SARASOTA,FL,34236,68,(941)388-4348,7,04,SEA6804129,20,20,12/01/2016,02/11/2016,150,"Risk Level 2",
200,2010,"HALL PAMELA M",SEAT,,,"1203 S BY-PASS",,,VENICE,FL,34292,68,(941)484-6644,"D'ANGELO SUBS",,"1203 S BY-PASS",,,VENICE,FL,34292,68,(941)484-6644,7,03,SEA6801919,20,20,12/01/2016,02/12/2016,24,"Risk Level 2",
200,2010,"FURMAN'S INC",SEAT,,"FURMAN'S INC ","1663 MOUND ST",,,SARASOTA,FL,342367715,68,,"BURGER KING",,"415 N VENICE BYPASS",,,VENICE,FL,34292,68,(941)485-1174,7,03,SEA6801943,20,20,12/01/2016,06/03/2016,84,"Risk Level 1",
200,2010,"B F FT MYERS INC",SEAT,,"BF FT MYS WENDYS-BRIDGEMAN ","25450 AIRPORT RD",,,"PUNTA GORDA",FL,339505746,68,,"WENDY'S #31",,"1627 N WASHINGTON BLVD",,,SARASOTA,FL,342362724,68,(941)954-7137,7,04,SEA6802027,20,20,12/01/2016,01/26/2016,90,"Risk Level 2",
200,2010,"P AND P CREAMERY INC",SEAT,,"P ROSS ","5208 OCEAN BLVD",,,SARASOTA,FL,342423309,68,,"BIG OLAF CREAMERY",,"5208 OCEAN BLVD",,,SARASOTA,FL,342423309,68,(941)349-9392,7,04,SEA6802030,20,20,12/01/2016,08/31/2015,22,"Risk Level 1",
200,2010,"PLANTATION GOLF & C C INC",SEAT,,"PLANTATION GOLF&COUNTRY CLUB ","500 ROCKLEY BLVD",,,VENICE,FL,342934300,68,,"MANOR (THE)",,"500 ROCKLEY BLVD",,,VENICE,FL,342934300,68,(941)497-1494,7,03,SEA6802064,20,20,12/01/2016,06/30/2016,341,"Risk Level 2",
200,2010,"FLORIDA TREATS CO INC",SEAT,,"FLORIDA TREATS CO INC ","3519 DORAL DR",,,"LITTLE ROCK",AR,72212,68,,"TCBY YOGURT",,"3800 S TAMIAMI TRL #100",,,SARASOTA,FL,342396908,68,(941)953-3241,7,04,SEA6802071,20,20,12/01/2016,07/15/2015,16,"Risk Level 1",
200,2010,"FLIGHT DECK INC",SEAT,,"ROESSLER'S FLIGHT DECK","2033 VAMO WAY",,,SARASOTA,FL,342383147,68,941-966-5688,"ROESSLER'S FLIGHT DECK",,"2033 VAMO WAY",,,SARASOTA,FL,342383147,68,(941)966-5688,7,03,SEA6802108,20,20,12/01/2016,06/30/2016,162,"Risk Level 2",
200,2010,"FANDANGO WEST INC",SEAT,,,"1944 HILLVIEW ST",,,SARASOTA,FL,342393607,68,(941)954-4444,"CHUTNEY'S ETC",,"1944 HILLVIEW ST",,,SARASOTA,FL,342393607,68,(941)954-4444,7,04,SEA6802129,20,20,12/01/2016,03/31/2016,45,"Risk Level 2",
200,2010,"SYMONS SAYS ENTERPRISES INC",SEAT,,"SYMONS SAYS INC/BRENDA SYMONS ","1250 S MCCALL RD",,,ENGLEWOOD,FL,34223,68,,"MCDONALDS #2165",,"480 N U S 41 BY-PASS",,,VENICE,FL,34292,68,(941)485-6619,7,03,SEA6800367,20,20,12/01/2016,06/30/2016,78,"Risk Level 1",
200,2010,"NORTHERN TRUST BANK OF FL",SEAT,,"RAE MULLIGAN/ELEVENTH FLOOR","PO BOX 4097",,,SARASOTA,FL,34230-4097,68,,"NORTHERN TRUST BANK 11TH FLOOR",,"1515 RINGLING BLVD #830",,,SARASOTA,FL,34236,68,(941)366-8460,7,04,SEA6804148,20,20,12/01/2016,05/31/2016,100,"Risk Level 2",
200,2010,"CRACKER BARREL OLD COUNTRY STORE INC",SEAT,,"ATTN HEALTH PERMIT SECTION","PO BOX 787",,,LEBANON,TN,37088,743,,"CRACKER BARREL #282",,"445 COMMERCIAL CT",,,VENICE,FL,34292,68,(941)480-9200,7,03,SEA6804169,20,20,12/01/2016,06/30/2016,182,"Risk Level 2",
200,2010,"KLIMA RON N",SEAT,,"RON N KLIMA ","4627 SELMA ST",,,SARASOTA,FL,34232,68,,"HIGH SIDE CAFE",,"1105 N WASHINGTON BLVD",,,SARASOTA,FL,34236,68,3662678,7,04,SEA6804191,20,20,12/01/2016,05/24/2016,37,"Risk Level 2",
200,2010,"BRAVO ITALIAN EATERY INC",SEAT,,,"1995 MAIN ST",,,SARASOTA,FL,34236,68,9069500,"BRAVO EATERY",,"1995 MAIN ST",,,SARASOTA,FL,34236,68,941-906-9500,7,04,SEA6804192,20,20,12/01/2016,06/23/2016,90,"Risk Level 2",
200,2010,"LIKE IN FRANCE INC",SEAT,,,"1553 MAIN ST",,,SARASOTA,FL,34236,68,9069575,"C EST LA VIE",,"1553 MAIN ST",,,SARASOTA,FL,34236,68,941-906-9575,7,04,SEA6804225,20,20,12/01/2016,03/09/2016,79,"Risk Level 2",
200,2010,"HERITAGE OAKS GOLF & CTRY CLUB",NOST,,,"4800 CHASE OAKS DR",,,SARASOTA,FL,34241,68,,"HERITAGE OAKS GOLF&COUNTRY CLU",,"4795 HERITAGE OAKS BLVD",,,SARASOTA,FL,34241,68,3794911,7,03,NOS6804229,20,20,12/01/2016,03/07/2016,0,"Risk Level 2",
200,2010,"SUNNYSIDE PROPERTIES",SEAT,,,"5201 BAHIA VISTA",,,SARASOTA,FL,34232,68,3712750,"SUNNYSIDE LAKESIDE DINING",,"5201 BAHIA VISTA",,,SARASOTA,FL,34232,68,3712750,7,05,SEA6804238,20,20,12/01/2016,02/23/2016,400,"Risk Level 2",
200,2010,"SARASOTA RESTAURANT ENT INC",SEAT,,,"1212 EAST AVE",,,SARASOTA,FL,342392304,68,(941)366-0007,"MICHAEL'S ON EAST",,"1212 EAST AVE",,,SARASOTA,FL,342392304,68,(941)366-0007,7,04,SEA6802456,20,20,12/01/2016,06/03/2016,753,"Risk Level 2",
200,2010,"THANASIS INC",SEAT,,,"2205 N TAMIAMI TRL",,,NOKOMIS,FL,34275,68,9184591,WATERFRONTOO,,"2205 N TAMIAMI TRL",,,NOKOMIS,FL,34275,68,9184591,7,03,SEA6804271,20,20,12/01/2016,06/23/2016,221,"Risk Level 2",
200,2010,"DENTICI FILIPPO",SEAT,,,"1902 BAY RD",,,SARASOTA,FL,342396903,68,3668988,"RICOS PIZZERIA & DELI",,"1902 BAY RD",,,SARASOTA,FL,342396903,68,3668988,7,04,SEA6804282,20,20,12/01/2016,06/30/2016,80,"Risk Level 2",
200,2010,"STEAK N SHAKE OPERATIONS",SEAT,,,"107 S PENNSYLVANIA STREET #400",,,INDIANAPOLIS,IN,46204,714,3784405,"STEAK N SHAKE INC #331",,"4297 S CATTLEMAN RD",,,SARASOTA,FL,34233,68,3784405,7,05,SEA6804286,20,20,12/01/2016,06/30/2016,99,"Risk Level 2",
200,2010,"J T FOODS COMPANY",SEAT,,,"14415 S TAMIAMI TRL",,,"NORTH PORT",FL,342872728,68,(941)426-1155,"OLDE WORLD RESTAURANT",,"14415 S TAMIAMI TRL",,,"NORTH PORT",FL,342872728,68,(941)426-1155,7,03,SEA6802738,20,20,12/01/2016,02/08/2016,273,"Risk Level 2",
200,2010,"SAIDI ZOUHEIR M CHEHABSAMIRO",SEAT,,,"1121 S TAMIAMI TRL",,,SARASOTA,FL,342369123,68,(941)954-1423,"SAHARA CAFE",,"1121 S TAMIAMI TRL",,,SARASOTA,FL,342369123,68,(941)954-1423,7,04,SEA6802755,20,20,12/01/2016,02/25/2016,48,"Risk Level 2",
200,2010,"HOLMAN DENNIS E",SEAT,,,"950 CATTLEMAN RD",,,SARASOTA,FL,34232,68,(941)365-5657,SUBWAY,,"1725 S TAMIAMI TRL",,,SARASOTA,FL,342393510,68,(941)365-5657,7,04,SEA6802981,20,20,12/01/2016,08/11/2015,21,"Risk Level 1",
200,2010,"CARAGIULO INC",SEAT,,,"69 S PALM AVE",,,SARASOTA,FL,342365610,68,(941)951-0866,"CARAGIULO'S RISTORANTE & PIZZA",,"69 S PALM AVE",,,SARASOTA,FL,342365610,68,(941)951-0866,7,04,SEA6802986,20,20,12/01/2016,05/23/2016,158,"Risk Level 2",
200,2010,"CHLN INC",SEAT,,"ATTN LICENSING DEPT","1510 WEST LOOP S",,,HOUSTON,TX,770279505,,,"CHART HOUSE",,"201 GULF OF MEXICO DR",,,"LONGBOAT KEY",FL,342284022,68,(941)383-5593,7,01,SEA6803002,20,20,12/01/2016,06/30/2016,249,"Risk Level 2",
200,2010,"RAD PIZZA INC",NOST,,"RENATO DE GUIA ","4080 CATTLEMAN RD",,,SARASOTA,FL,34231,68,,"DOMINO'S PIZZA",,"4080 CATTLEMAN RD",,,SARASOTA,FL,342335033,68,(941)378-0030,7,05,NOS6803014,20,20,12/01/2016,08/31/2015,0,"Risk Level 1",
200,2010,"BKD TOO ENTERPRISES INC",NOST,,"HUNGRY HOWIES PIZZA & SUBS ","1965 TAMIAMI TRL S",,,VENICE,FL,342935005,68,,"HUNGRY HOWIES PIZZA & SUBS",,"1965 S TAMIAMI TRL",,,VENICE,FL,342935005,68,(941)493-4200,7,03,NOS6803230,20,20,12/01/2016,10/07/2015,0,"Risk Level 1",
200,2010,"RT TAMPA FRANCHISE LTD",SEAT,,"RUBY TUESDAY ATTN: TAX & LICENSE","150 WEST CHURCH ST",,,MARYVILLE,TN,37801,,,"RUBY TUESDAY #2117",,"8201 S TAMIAMI TRL",,,SARASOTA,FL,342382955,68,9268804,7,03,SEA6804301,20,20,12/01/2016,04/28/2016,197,"Risk Level 2",
200,2010,"HERITAGE OAKS GOLF&CTRY CLB IN",SEAT,,,"4800 CHASE OAKS DR",,,SARASOTA,FL,34241,68,9267602,"HERITAGE OAKS GOLF&COUNTRY CLU",,"4800 CHASE OAKS DR",,,SARASOTA,FL,34241,68,9267602,7,03,SEA6804304,20,20,12/01/2016,03/07/2016,180,"Risk Level 2",
200,2010,"FLANAGAN'S PUB",SEAT,,,"759 S U S 41 BY PASS",,,VENICE,FL,34292,68,4841852,"FLANAGAN'S PUB",,"759 S U S 41 BY PASS",,,VENICE,FL,34292,68,4841852,7,03,SEA6804315,20,20,12/01/2016,08/25/2015,40,"Risk Level 1",
200,2010,"KING SALAMI ENTERPRISES INC",SEAT,,"MICHAEL ALTIERF ","1100 HARBOR DR",,,VENICE,FL,34285,68,,"LUNA RISTORANTE",,"200 ST AUGUSTINE AVE",,,VENICE,FL,34285,68,4129898,7,03,SEA6804317,20,20,12/01/2016,05/11/2016,150,"Risk Level 2",
200,2010,"CUTTER CORP OF SARASOTA INC",SEAT,,,"4059 CATTLEMAN RD",,,SARASOTA,FL,34233,68,3773474,"MADFISH GRILL",,"4059 CATTLEMAN RD",,,SARASOTA,FL,34233,68,3773474,7,05,SEA6804354,20,20,12/01/2016,04/12/2016,163,"Risk Level 2",
200,2010,"MARINA JACK INC",SEAT,,,"2 MARINA PLAZA",,,SARASOTA,FL,34236,68,3654232,"MARINA JACK PATIO",,"2 MARINA PLAZA",,,SARASOTA,FL,34236,68,3654232,7,04,SEA6804357,20,20,12/01/2016,05/27/2016,99,"Risk Level 2",
200,2010,"NEW SALTY DOG CITY ISL INC",SEAT,,"JUDY A FRYER ","7875 SADDLE CREEK TRAIL",,,SARASOTA,FL,34241,68,,"OLD SALTY DOG CITY ISL (THE)",,"1601 KEN THOMPSON PKWY",,,SARASOTA,FL,342361005,68,(941)388-4311,7,04,SEA6803058,20,20,12/01/2016,06/30/2016,120,"Risk Level 2",
200,2010,"CHAREUN MITH INC",SEAT,,,"1859 HILLVIEW ST",,,SARASOTA,FL,34239,68,3308071,"PACIFIC RIM RESTAURANT",,"1859 HILLVIEW ST",,,SARASOTA,FL,34239,68,3308071,7,04,SEA6804374,20,20,12/01/2016,06/08/2016,150,"Risk Level 2",
200,2010,"CHA CHA COCONUTS OF SARASOTA",SEAT,,,"2025 E 7 AVE",,,TAMPA,FL,33605,39,(941)388-3300,"CHA CHA COCONUTS",,"417 ST ARMANDS CIR",,,SARASOTA,FL,342361408,68,(941)388-3300,7,04,SEA6803282,20,20,12/01/2016,06/30/2016,211,"Risk Level 2",
200,2010,"GIALDA LLC",SEAT,,,"1298 N PALM AVE",,,SARASOTA,FL,34236,68,3665648,EPICURE,,"1298 N PALM AVE",,,SARASOTA,FL,34236,68,3665648,7,04,SEA6804442,20,20,12/01/2016,06/30/2016,165,"Risk Level 2",
200,2010,"RCSH OPERATIONS LLC",SEAT,,,"1030 W CANTON AVE #100",,,"WINTER PARK",FL,32789,58,407-829-8782,"RUTHS CHRIS STEAKHOUSE #29",,"6700 S TAMIAMI TRL",,,SARASOTA,FL,34231,68,9249442,7,05,SEA6804452,20,20,12/01/2016,06/08/2016,238,"Risk Level 2",
200,2010,"BEE RIDGE PIZZA INC",NOST,,,"4112 BEE RIDGE RD",,,SARASOTA,FL,342332553,68,(941)377-1984,"HUNGRY HOWIE'S PIZZA & SUB 160",,"4112 BEE RIDGE RD",,,SARASOTA,FL,342332553,68,(941)377-1984,7,05,NOS6803402,20,20,12/01/2016,08/31/2015,0,"Risk Level 1",
200,2010,"FURMANS INC",SEAT,,"FURMANS INC ","1663 MOUND ST",,,SARASOTA,FL,34236,68,,"BURGER KING 13197",,"5901 FRUITVILLE RD",,,SARASOTA,FL,34232,68,3428170,7,05,SEA6804469,20,20,12/01/2016,08/25/2015,78,"Risk Level 1",
200,2010,"HOOTERS OF SARASOTA INC",SEAT,,"HOOTERS OF SARASOTA INC ","4411 CLEVELAND AVE",,,"FORT MYERS",FL,33901,68,,HOOTERS,,"6507 S TAMIAMI TRL",,,SARASOTA,FL,34231,68,9234666,7,05,SEA6804471,20,20,12/01/2016,06/30/2016,129,"Risk Level 2",
200,2010,"FIM MANAGEMENT INC",SEAT,,,"2000 TARPON CENTER DR",,,VENICE,FL,34285,68,4165822,"ANITA'S SANDCASTLE",,"2000 TARPON CENTER DR",,,VENICE,FL,34285,68,4165822,7,03,SEA6804497,20,20,12/01/2016,06/30/2016,12,"Risk Level 2",
200,2010,"JO TO OF SIESTA KEY INC",SEAT,,"AYAKO TAMAKI ","5218 OCEAN BLVD",,,SARASOTA,FL,34242,68,,"JO TO JAPANESE RESTAURANT",,"5218 OCEAN BLVD",,,SARASOTA,FL,34242,68,3468366,7,04,SEA6804544,20,20,12/01/2016,06/30/2016,74,"Risk Level 2",
200,2010,"LA CIUDAD LLC",SEAT,,,"530 S US 41 BY PASS #2A",,,VENICE,FL,34285,68,5860005,"MI PUEBLO",,"530 S US 41 BY PASS #2A",,,VENICE,FL,34292,68,5860005,7,03,SEA6804593,20,20,12/01/2016,02/23/2016,150,"Risk Level 2",
200,2010,"SORRENTO VALLEY GOLF INC",SEAT,,,"1995 CALUSA LAKES BLVD",,,NOKOMIS,FL,342755321,68,(941)484-5267,"CALUSA LAKES GOLF CLUB",,"1995 CALUSA LAKES BLVD",,,NOKOMIS,FL,342755321,68,(941)484-5267,7,03,SEA6803515,20,20,12/01/2016,05/23/2016,138,"Risk Level 2",
200,2010,"VENICE GOLF & COUNTRY CLUB INC",SEAT,,,"250 VENICE GOLF CLUB DR",,,VENICE,FL,34292,68,(941)492-9600,"VENICE GOLF & COUNTRY CLUB",,"250 VENICE GOLF CLUB DR",,,VENICE,FL,34292,68,(941)492-9600,7,03,SEA6803573,20,20,12/01/2016,04/19/2016,328,"Risk Level 2",
200,2010,"PARTY MORE INCORPORATED",SEAT,,,"4870 S TRAIL",,,SARASOTA,FL,34231,68,(941)923-8896,"GECKO'S GRILL & PUB",,"4870 S TRAIL",,,SARASOTA,FL,34231,68,(941)923-8896,7,05,SEA6803604,20,20,12/01/2016,06/30/2016,116,"Risk Level 2",
200,2010,"NORTH PORT ONE CORP",SEAT,,,"25191 OLYMPIA AVE",,,"PUNTA GORDA",FL,33950-4072,68,(941)423-2579,"MCDONALDS #12119",,"14805 TAMIAMI TRL",,,"NORTH PORT",FL,342872733,68,(941)423-2579,7,03,SEA6803608,20,20,12/01/2016,09/29/2015,73,"Risk Level 1",
200,2010,"LANNA THAI INC",SEAT,,,"4791 SWIFT RD",,,SARASOTA,FL,342316433,68,(941)922-0703,"BANGKOK RESTAURANT",,"4791 SWIFT RD",,,SARASOTA,FL,342316433,68,(941)922-0703,7,05,SEA6803660,20,20,12/01/2016,05/16/2016,93,"Risk Level 2",
200,2010,"WEEN INTERNATIONAL CORP",SEAT,,"DBA/SAGA JAPANESE RESTAURANT","8383 S TAMIAMI TRAIL #104",,,SARASOTA,FL,34238,68,(941)924-2800,"SAGA JAPANESE STEAK HOUSE",,"8383 S TAMIAMI TRL",,,SARASOTA,FL,342382901,68,(941)924-2800,7,03,SEA6803662,20,20,12/01/2016,06/21/2016,66,"Risk Level 2",
200,2010,"RITZ-CARLTON HOTEL CO LLC (THE",SEAT,,"RITZ-CARLTON SARASOTA/DIR FINA","1111 RITZ CARLTON DR",,,SARASOTA,FL,342365594,68,,"RITZ-CARLTON SARASOTA-BANQUET",,"1111 RITZ-CARLTON DR",,,SARASOTA,FL,342365594,68,3092000,7,04,SEA6804601,20,20,12/01/2016,04/29/2016,500,"Risk Level 2",
200,2010,"SIMPLY GOURMET INC",NOST,,,"4783 SWIFT RD",,,SARASOTA,FL,34231,68,9290066,"SIMPLY GOURMET",,"4783 SWIFT RD",,,SARASOTA,FL,34231,68,941-929-0066,7,05,NOS6804617,20,20,12/01/2016,05/06/2016,0,"Risk Level 2",
200,2010,"MAIN STREET BIG OLAF OF SARASO",NOST,,"WILMA HOSTETLER","3350 BANIA VISTA",,,SARASOTA,FL,34239,68,,"BIG OLAF CREAMERY",,"3350 BAHIA VISTA",,,SARASOTA,FL,34239,68,3302028,7,04,NOS6804646,20,20,12/01/2016,08/05/2015,0,"Risk Level 1",
200,2010,"CHECKERS DRIVE-IN REST INC",SEAT,,"CHECKERS DRIVE-IN REST INC ","4300 W CYPRESS ST STE 600",,,TAMPA,FL,336074157,68,,"CHECKERS #254",,"5331 FRUITVILLE RD",,,SARASOTA,FL,342326402,68,(941)378-4656,7,05,SEA6803638,20,20,12/01/2016,02/18/2016,40,"Risk Level 2",
200,2010,"ITALIAN GRILL INC (THE)",SEAT,,"ITALIAN GRILLE ","8620 S TAMIAMI TRL",,,SARASOTA,FL,34238,68,,"ITALIAN GRILL (THE)",,"8620 S TAMIAMI TRAIL",,,SARASOTA,FL,342383045,68,(941)966-6565,7,03,SEA6803649,20,20,12/01/2016,06/22/2016,152,"Risk Level 2",
200,2010,"B F FORT MYERS INC",SEAT,,"BF FT MYS WENDYS-BRIDGEMAN ","25450 AIRPORT RD",,,"PUNTA GORDA",FL,339505746,68,,"WENDY'S #20",,"15021 S US HWY 41",,,NORTHPORT,FL,34287,68,(941)423-2852,7,03,SEA6803713,20,20,12/01/2016,05/07/2016,88,"Risk Level 2",
200,2010,"SARA-MAN JEW HOUSING COUN INC",SEAT,,,"1951 N HONORE AVE",,,SARASOTA,FL,342359117,68,(941)377-0781,"KOBERNICK HOUSE DAIRY KITCHEN",,"1951 N HONORE AVE",,,SARASOTA,FL,342359117,68,(941)377-0781,7,18,SEA6803736,20,20,12/01/2016,06/30/2016,35,"Risk Level 2",
200,2010,"SING QI TAM",SEAT,,,"101 SHAMROCK BLVD",,,VENICE,FL,342931630,68,(941)493-2502,"CANTON CHINESE RESTAURANT",,"101 SHAMROCK BLVD",,,VENICE,FL,342931630,68,(941)493-2502,7,03,SEA6804019,20,20,12/01/2016,03/16/2016,10,"Risk Level 2",
200,2010,"MONK'S STEAMER BAR INC",SEAT,,"MONK'S STEAMER BAR","6690 SUPERIOR AVENUE",,,SARASOTA,FL,34231,68,,"MONK'S STEAMER BAR",,"6690 SUPERIOR AVE",,,SARASOTA,FL,342315838,68,(941)927-3388,7,05,SEA6804022,20,20,12/01/2016,06/30/2016,150,"Risk Level 2",
200,2010,"ETZKORN KAREN",SEAT,,,"249 W VENICE AVE",,,VENICE,FL,342852002,68,(941)488-0332,"VENICE AVENUE CREAMERY",,"249 W VENICE AVE",,,VENICE,FL,342852002,68,(941)488-0332,7,03,SEA6803572,20,20,12/01/2016,11/16/2015,30,"Risk Level 1",
